RGB_medio_cafe,R_medio_cafe,G_medio_cafe,B_medio_cafe,RGB_std_cafe,R_std_cafe,G_std_cafe,B_std_cafe,RGB_medio_folha,RGB_std_folha,HSV_medio_cafe,H_medio_cafe,S_medio_cafe,V_medio_cafe,HSV_std_cafe,H_std_cafe,S_std_cafe,V_std_cafe,HSV_medio_folha,HSV_std_folha,Agtron
100.49,70.923,96.436,134.111,71.469,46.348,63.011,84.757,153.114,83.59,87.797,11.726,117.555,134.111,73.253,1.089,9.768,84.757,67.102,80.358,Agtron 35
97.552,67.583,93.914,131.159,72.124,47.52,64.051,84.878,148.039,78.113,90.57,11.696,128.854,131.159,74.517,1.303,10.868,84.878,73.276,76.269,Agtron 35
98.048,75.356,93.885,124.904,74.242,54.439,67.205,88.329,155.251,80.162,77.667,9.882,98.215,124.904,71.002,2.72,8.118,88.329,69.424,80.462,Agtron 35
96.933,60.827,94.509,135.463,68.436,35.871,58.271,81.081,153.114,83.59,94.193,12.303,134.812,135.463,74.662,2.483,9.166,81.081,67.102,80.358,Agtron 45
97.579,59.776,95.262,137.699,71.181,39.153,60.921,83.138,148.039,78.113,100.169,13.122,149.686,137.699,78.456,1.134,10.739,83.138,73.276,76.269,Agtron 45
95.583,64.389,91.268,131.092,70.294,41.642,60.444,84.757,155.251,80.162,89.597,11.057,126.64,131.092,74.116,2.129,5.35,84.757,69.424,80.462,Agtron 45
96.762,56.606,94.019,139.662,70.811,35.938,60.047,81.761,153.114,83.59,102.514,12.793,155.088,139.662,79.519,1.85,9.353,81.761,67.102,80.358,Agtron 55
98.156,56.698,97.653,140.119,72.436,37.725,62.236,83.453,148.039,78.113,104.552,14.177,159.36,140.119,80.823,1.163,13.955,83.453,73.276,76.269,Agtron 55
94.348,52.967,90.642,139.435,69.789,33.27,56.907,80.668,155.251,80.162,104.288,12.22,161.209,139.435,80.754,1.686,10.067,80.668,69.424,80.462,Agtron 55
100.445,58.004,101.294,142.038,73.453,38.794,64.762,83.397,153.114,83.59,104.04,14.624,155.457,142.038,79.935,1.87,11.282,83.397,67.102,80.358,Agtron 65
98.908,53.409,99.666,143.648,73.487,35.605,62.352,83.505,148.039,78.113,108.571,14.75,167.314,143.648,82.982,1.387,14.128,83.505,73.276,76.269,Agtron 65
100.525,54.002,100.387,147.186,72.473,32.717,59.845,82.239,155.251,80.162,109.148,14.084,166.172,147.186,82.934,2.01,11.443,82.239,69.424,80.462,Agtron 65
97.611,52.576,98.068,142.188,73.772,35.517,63.13,84.052,153.114,83.59,107.241,14.092,165.443,142.188,82.626,2.458,11.187,84.052,67.102,80.358,Agtron 75
98.537,50.054,100.563,144.994,73.434,34.775,61.68,81.554,148.039,78.113,111.709,15.191,174.943,144.994,84.325,1.664,16.006,81.554,73.276,76.269,Agtron 75
96.964,50.177,96.802,143.914,70.955,32.513,58.165,79.186,155.251,80.162,110.178,14.207,172.411,143.914,83.035,1.772,13.768,79.186,69.424,80.462,Agtron 75
100.836,55.686,104.394,142.429,71.52,34.897,62.574,80.193,153.114,83.59,106.522,16.255,160.882,142.429,79.592,1.365,13.399,80.193,67.102,80.358,Agtron 85
104.445,57.618,107.802,147.915,75.484,39.559,66.613,83.652,148.039,78.113,109.954,15.992,165.956,147.915,83.294,1.583,20.186,83.652,73.276,76.269,Agtron 85
113.732,73.562,120.241,147.392,75.527,48.355,71.786,82.658,148.039,78.113,101.574,18.324,139.007,147.392,76.969,1.761,22.499,82.658,73.276,76.269,Agtron 95
106.697,82.627,108.443,129.022,75.993,60.037,72.756,85.709,154.727,75.578,82.365,17.721,100.285,129.09,69.074,6.743,14.942,85.802,98.982,76.218,Agtron 25
99.017,66.235,99.278,131.537,72.512,45.019,65.702,85.428,154.727,75.578,91.912,14.921,129.277,131.537,73.607,0.673,7.837,85.428,98.982,76.218,Agtron 35
97.189,59.346,97.502,134.718,71.404,39.248,62.871,83.437,154.727,75.578,97.395,15.406,142.025,134.755,75.831,8.539,9.894,83.488,98.982,76.218,Agtron 45
98.759,58.28,98.358,139.638,69.625,36.232,59.822,79.635,154.727,75.578,101.586,14.364,150.754,139.638,77.207,1.203,8.165,79.635,98.982,76.218,Agtron 55
97.121,54.544,100.466,136.352,73.171,40.763,65.128,82.436,154.727,75.578,104.071,17.937,157.852,136.425,78.908,12.822,18.555,82.539,98.982,76.218,Agtron 65
91.92,50.724,97.07,127.966,71.558,36.65,65.427,81.943,154.727,75.578,101.177,17.477,158.09,127.966,76.988,1.165,10.147,81.943,98.982,76.218,Agtron 75
85.49,53.053,78.036,125.381,70.258,37.663,55.839,87.024,132.782,81.493,95.625,10.349,151.145,125.381,79.345,0.985,8.54,87.024,97.796,86.2,Agtron 25
76.627,54.583,72.654,102.643,72.897,49.782,64.959,89.808,132.782,81.493,82.514,11.872,133.028,102.643,73.7,0.92,16.781,89.808,97.796,86.2,Agtron 25
85.49,53.053,78.036,125.381,70.258,37.663,55.839,87.024,132.782,81.493,95.625,10.349,151.145,125.381,79.345,0.985,8.54,87.024,97.796,86.2,Agtron 35
85.136,46.46,78.801,130.147,69.121,29.637,52.95,84.197,132.782,81.493,101.35,10.966,162.937,130.147,81.448,1.318,4.373,84.197,97.796,86.2,Agtron 45
82.669,42.892,75.414,129.7,69.904,29.514,53.422,84.189,132.782,81.493,105.532,10.398,176.498,129.7,85.484,1.657,12.708,84.189,97.796,86.2,Agtron 55
89.587,47.136,84.999,136.627,72.826,33.637,58.617,85.486,132.782,81.493,106.374,11.754,170.74,136.627,84.663,1.965,13.448,85.486,97.796,86.2,Agtron 65
89.114,42.451,85.461,139.431,72.081,28.34,56.409,82.942,132.782,81.493,110.403,12.252,179.528,139.431,86.006,2.095,7.281,82.942,97.796,86.2,Agtron 75
89.729,45.226,88.139,135.821,71.534,30.546,58.943,82.683,132.782,81.493,107.698,13.131,174.143,135.821,83.815,2.117,9.245,82.683,97.796,86.2,Agtron 85
115.207,101.449,106.74,137.433,73.879,66.265,69.003,80.417,148.48,77.748,78.736,25.898,72.877,137.433,73.625,57.317,15.446,80.417,90.594,76.019,Agtron 25
105.607,105.077,99.206,112.54,88.582,87.781,83.83,93.371,141.117,78.694,103.7,166.201,32.326,112.572,77.172,4.63,6.198,93.42,87.918,74.027,Agtron 25
114.124,89.761,107.501,145.109,69.907,54.939,63.057,77.903,148.48,77.748,86.266,9.548,104.143,145.109,72.974,0.746,15.441,77.903,90.594,76.019,Agtron 35
113.827,95.889,107.766,137.825,70.557,58.569,65.351,79.369,141.117,78.694,76.069,8.096,82.285,137.825,70.388,1.386,9.45,79.369,87.918,74.027,Agtron 35
110.915,79.098,107.085,146.561,67.803,46.671,59.648,75.883,148.48,77.748,93.916,12.281,122.906,146.561,73.514,0.7,13.339,75.883,90.594,76.019,Agtron 45
114.363,88.434,108.445,146.21,68.464,49.769,60.733,78.58,141.117,78.694,86.632,9.983,103.702,146.21,72.9,1.121,7.159,78.58,87.918,74.027,Agtron 45
111.181,76.601,108.262,148.68,68.23,45.436,59.361,75.945,148.48,77.748,96.851,13.015,128.857,148.68,74.605,0.942,13.784,75.945,90.594,76.019,Agtron 55
115.558,82.462,110.355,153.858,67.944,45.354,58.711,75.868,141.117,78.694,95.73,11.353,121.978,153.858,75.427,1.216,11.074,75.868,87.918,74.027,Agtron 55
111.712,73.27,110.1,151.765,70.576,44.675,61.139,78.258,148.48,77.748,101.568,13.973,138.965,151.765,77.402,0.714,16.043,78.258,90.594,76.019,Agtron 65
113.13,74.714,111.931,152.745,68.571,41.136,59.531,76.312,141.117,78.694,100.559,14.175,134.756,152.745,75.911,0.978,10.406,76.312,87.918,74.027,Agtron 65
111.264,69.465,111.795,152.531,72.256,43.62,62.849,79.749,148.48,77.748,104.827,15.065,146.885,152.531,79.097,0.719,17.522,79.749,90.594,76.019,Agtron 75
110.397,71.814,110.202,149.175,70.34,43.947,61.902,78.023,141.117,78.694,100.774,14.556,138.591,149.175,76.388,0.99,14.512,78.023,87.918,74.027,Agtron 75
113.115,73.536,115.32,150.491,71.442,45.877,64.86,77.667,148.48,77.748,101.886,15.968,139.198,150.491,76.501,1.121,19.685,77.667,90.594,76.019,Agtron 85
126.242,94.42,131.54,152.765,71.583,53.062,69.49,77.355,148.48,77.748,91.625,18.774,103.337,152.765,71.489,0.912,12.848,77.355,90.594,76.019,Agtron 95
99.681,87.741,94.909,116.392,77.887,67.987,73.445,87.966,144.272,75.558,65.176,7.36,71.776,116.392,68.133,1.072,13.332,87.966,93.241,72.469,Agtron 25
129.304,127.101,127.055,133.757,81.127,81.626,79.73,81.825,141.149,88.786,61.667,35.033,16.211,133.757,79.882,64.399,18.116,81.825,88.996,76.961,Agtron 25
93.471,66.17,90.626,123.616,72.53,48.985,65.453,86.233,144.272,75.558,88.049,12.638,127.893,123.616,73.481,0.579,14.925,86.233,93.241,72.469,Agtron 35
97.484,71.491,94.859,126.102,74.606,52.905,68.122,88.074,141.149,88.786,85.729,12.457,118.627,126.102,73.098,1.155,13.813,88.074,88.996,76.961,Agtron 35
96.227,56.574,95.446,136.661,71.312,38.378,61.699,82.272,144.272,75.558,103.81,14.249,160.518,136.661,80.623,1.033,20.358,82.272,93.241,72.469,Agtron 45
106.328,71.208,102.934,144.841,68.815,42.121,58.717,79.098,141.149,88.786,97.651,12.655,135.455,144.841,75.966,0.805,13.222,79.098,88.996,76.961,Agtron 45
97.236,52.751,99.059,139.897,73.113,35.308,62.848,83.891,144.272,75.558,108.257,15.576,169.298,139.897,83.278,0.768,21.23,83.891,93.241,72.469,Agtron 55
98.57,54.76,97.862,143.087,70.684,34.839,58.993,79.956,141.149,88.786,107.691,14.056,165.929,143.087,81.883,1.291,17.543,79.956,88.996,76.961,Agtron 55
98.451,50.633,100.823,143.896,74.283,35.728,62.936,83.421,144.272,75.558,112.512,15.846,177.794,143.896,85.875,0.713,23.934,83.421,93.241,72.469,Agtron 65
99.734,48.339,103.889,146.975,74.211,32.147,62.335,81.929,141.149,88.786,115.291,16.608,182.29,146.975,86.6,0.748,23.554,81.929,88.996,76.961,Agtron 65
95.095,42.63,101.131,141.525,74.879,32.301,64.004,82.073,144.272,75.558,116.591,17.269,190.978,141.525,88.181,1.135,23.892,82.073,93.241,72.469,Agtron 75
94.52,44.399,99.551,139.608,74.84,33.106,64.326,83.658,141.149,88.786,113.933,16.768,185.424,139.608,86.933,1.214,21.463,83.658,88.996,76.961,Agtron 75
104.006,52.189,111.02,148.808,76.912,37.384,67.503,83.968,144.272,75.558,115.425,17.792,179.675,148.808,86.76,1.07,27.478,83.968,93.241,72.469,Agtron 85
112.666,69.988,122.346,145.663,75.042,45.956,71.356,81.769,144.272,75.558,103.539,20.385,144.568,145.663,76.627,1.085,23.567,81.769,93.241,72.469,Agtron 95
102.741,72.48,94.883,140.861,67.596,42.457,54.679,80.527,150.263,77.054,90.476,11.068,119.501,140.861,73.78,3.234,12.194,80.527,68.715,76.375,Agtron 25
72.902,41.11,64.736,112.86,69.91,32.588,54.687,89.081,150.263,77.054,96.544,8.921,167.852,112.86,83.805,1.888,10.094,89.081,68.715,76.375,Agtron 35
81.289,36.811,71.983,135.073,69.479,23.101,48.36,81.56,150.263,77.054,111.722,10.363,189.728,135.073,89.09,1.823,15.865,81.56,68.715,76.375,Agtron 45
75.521,33.845,67.69,125.029,71.112,25.998,52.16,86.746,150.263,77.054,107.893,10.033,188.618,125.029,89.399,2.032,7.784,86.746,68.715,76.375,Agtron 55
83.646,38.504,81.954,130.481,75.142,40.15,62.562,84.728,150.263,77.054,111.073,13.252,189.487,130.481,89.665,2.731,28.96,84.728,68.715,76.375,Agtron 65
82.104,33.337,79.704,133.27,73.603,28.858,56.934,84.712,150.263,77.054,113.556,12.842,194.556,133.27,90.474,2.328,16.792,84.712,68.715,76.375,Agtron 75
84.871,33.845,86.996,133.772,74.792,28.146,61.749,84.717,150.263,77.054,114.584,14.76,195.219,133.772,89.884,2.241,14.854,84.717,68.715,76.375,Agtron 85
80.442,66.075,74.67,100.58,75.835,60.71,68.424,90.774,164.115,71.973,66.847,6.487,93.473,100.58,67.801,1.257,7.7,90.774,84.035,82.133,Agtron 25
83.67,55.073,75.093,120.843,69.886,39.332,55.361,88.13,164.115,71.973,91.288,9.434,143.587,120.843,77.983,1.324,12.913,88.13,84.035,82.133,Agtron 35
84.057,49.468,74.608,128.097,69.668,33.667,53.238,85.837,164.115,71.973,99.061,8.383,160.703,128.097,82.429,2.189,12.06,85.837,84.035,82.133,Agtron 45
82.113,44.264,74.185,127.89,70.436,32.273,54.505,85.326,164.115,71.973,104.51,9.969,175.671,127.89,85.75,1.911,15.049,85.326,84.035,82.133,Agtron 55
88.993,46.306,85.949,134.725,73.58,37.971,61.11,84.516,164.115,71.973,107.909,13.33,175.598,134.8,85.5,8.231,21.271,84.619,84.035,82.133,Agtron 65
86.164,40.351,82.959,135.182,74.909,32.692,60.301,87.277,164.115,71.973,110.971,12.348,185.384,135.182,89.109,2.249,18.682,87.277,84.035,82.133,Agtron 75
92.756,47.117,94.149,137.001,73.545,33.066,63.636,83.912,164.115,71.973,109.228,14.214,176.468,137.001,84.937,2.695,16.567,83.912,84.035,82.133,Agtron 85
71.828,49.422,59.168,106.895,74.756,54.917,58.02,92.148,136.9,82.338,90.645,6.654,158.388,106.895,84.666,2.424,33.17,92.148,88.966,75.594,Agtron 25
68.038,46.937,55.085,102.093,72.469,51.831,55.539,90.617,136.9,82.338,89.176,6.411,159.023,102.093,83.626,2.68,29.424,90.617,88.966,75.594,Agtron 25
48.366,36.476,41.381,67.242,69.638,52.526,58.469,88.456,136.9,82.338,68.008,4.882,131.902,67.242,73.457,0.7,17.167,88.456,88.966,75.594,Agtron 25
73.538,53.511,58.773,108.329,71.807,51.138,54.972,89.455,136.9,82.338,88.402,3.687,153.192,108.329,83.315,1.788,32.363,89.455,88.966,75.594,Agtron 25
52.435,39.928,43.531,73.845,71.972,55.584,59.952,90.344,136.9,82.338,73.408,3.656,142.722,73.845,78.519,1.052,25.737,90.344,88.966,75.594,Agtron 25
81.609,47.349,67.439,130.038,72.433,41.184,52.675,86.885,141.344,74.81,104.508,7.019,176.468,130.038,88.567,0.889,25.465,86.885,90.165,73.729,Agtron 35
77.966,43.253,65.141,125.504,70.965,36.136,51.623,86.649,141.344,74.81,104.812,7.331,181.601,125.504,89.172,1.293,22.758,86.649,90.165,73.729,Agtron 35
82.786,45.861,68.243,134.254,69.916,35.078,49.21,82.395,141.344,74.81,106.749,6.965,179.027,134.254,87.797,1.354,19.911,82.395,90.165,73.729,Agtron 35
73.656,40.918,60.549,119.501,72.456,38.901,52.478,90.205,141.344,74.81,103.3,7.646,182.7,119.553,90.407,8.621,24.024,90.279,90.165,73.729,Agtron 35
81.098,49.632,68.385,125.278,71.606,40.644,52.88,88.49,139.211,81.072,100.89,7.446,169.946,125.278,86.631,0.806,24.263,88.49,89.325,75.504,Agtron 35
82.844,51.044,70.139,127.349,70.028,38.716,51.933,85.805,139.211,81.072,98.267,6.604,160.848,127.349,83.135,1.535,14.327,85.805,89.325,75.504,Agtron 35
79.436,50.014,65.443,122.851,70.226,39.249,51.257,87.641,139.211,81.072,97.271,5.782,163.182,122.851,84.471,1.07,18.85,87.641,89.325,75.504,Agtron 35
82.678,52.699,69.917,125.417,72.784,42.605,55.965,89.76,139.211,81.072,97.14,6.507,159.497,125.417,84.196,1.488,17.481,89.76,89.325,75.504,Agtron 35
76.898,43.248,64.09,123.357,70.607,36.123,51.762,86.701,136.381,82.133,103.007,7.33,178.333,123.357,87.846,1.266,19.752,86.701,85.12,74.255,Agtron 35
77.417,42.81,64.154,125.287,70.609,34.506,50.896,86.665,136.381,82.133,104.123,7.042,180.04,125.287,88.522,1.525,18.961,86.665,85.12,74.255,Agtron 35
77.798,42.867,65.863,124.663,70.21,34.631,51.29,86.019,136.381,82.133,104.491,7.919,180.891,124.663,88.331,1.153,20.895,86.019,85.12,74.255,Agtron 35
81.15,44.676,65.41,133.365,70.473,34.432,48.742,83.865,136.381,82.133,106.604,6.361,180.086,133.365,88.615,1.468,18.918,83.865,85.12,74.255,Agtron 35
83.771,40.665,71.064,139.583,70.365,29.196,48.036,80.99,127.229,88.644,111.768,8.519,187.202,139.583,89.209,1.451,13.734,80.99,83.495,75.045,Agtron 45
82.997,41.362,70.301,137.327,69.048,28.374,47.376,80.044,127.229,88.644,110.332,8.537,185.132,137.327,88.151,1.35,14.734,80.044,83.495,75.045,Agtron 45
